Date,Open,High,Low,Close,Volume
1/26/2021,3296.36,3338.00,3282.87,3326.13,2955235
1/27/2021,3341.49,3346.52,3207.08,3232.58,4660158
1/28/2021,3235.04,3301.68,3228.69,3237.62,3149228
1/29/2021,3230.00,3236.99,3184.55,3206.20,4293556
2/1/2021,3242.36,3350.26,3235.03,3342.88,4160212
2/2/2021,3380.00,3427.74,3361.13,3380.00,7098637
2/3/2021,3425.01,3434.00,3308.62,3312.53,7088781
2/4/2021,3330.00,3347.00,3277.75,3331.00,3670661
2/5/2021,3319.00,3377.00,3302.71,3352.15,3620808
2/8/2021,3358.50,3365.00,3304.00,3322.94,3257391
2/9/2021,3312.49,3338.00,3297.84,3305.00,2203526
2/10/2021,3314.00,3317.95,3254.00,3286.58,3151550
2/11/2021,3292.00,3292.00,3248.06,3262.13,2301417
2/12/2021,3250.00,3280.25,3233.31,3277.71,2335339
2/16/2021,3254.05,3308.30,3253.59,3268.95,2574721
2/17/2021,3263.60,3320.91,3259.50,3308.64,3302099
2/18/2021,3282.42,3338.00,3273.94,3328.23,3033607
2/19/2021,3328.23,3333.50,3245.75,3249.90,4305184
2/22/2021,3208.13,3232.32,3172.26,3180.74,3515679
2/23/2021,3127.03,3204.73,3093.60,3194.50,4677222
2/24/2021,3166.75,3171.23,3125.38,3159.53,3011275
2/25/2021,3136.74,3178.26,3047.76,3057.16,4533801
2/26/2021,3095.20,3122.44,3036.70,3092.93,4275930
3/1/2021,3127.89,3149.56,3097.99,3146.14,2733963
3/2/2021,3143.47,3163.52,3087.12,3094.53,2595762
3/3/2021,3081.18,3107.78,2995.00,3005.00,3988725
3/4/2021,3012.00,3058.13,2945.43,2977.57,5481578
3/5/2021,3005.00,3009.00,2881.00,3000.46,5388551
3/8/2021,3015.00,3064.59,2951.31,2951.95,4185008
3/9/2021,3017.99,3090.96,3005.15,3062.85,4030032
3/10/2021,3098.45,3116.46,3030.05,3057.64,3012489
3/11/2021,3104.01,3131.78,3082.93,3113.59,2776391
3/12/2021,3075.00,3098.98,3045.50,3089.49,2421888
3/15/2021,3074.57,3082.24,3032.09,3081.68,2918592
3/16/2021,3104.97,3128.91,3075.86,3091.86,2538764
3/17/2021,3073.22,3173.05,3070.22,3135.73,3118584
3/18/2021,3101.00,3116.63,3025.00,3027.99,3657027
3/19/2021,3029.23,3077.29,3016.63,3074.96,4625354
3/22/2021,3067.85,3126.58,3060.05,3110.87,2902179
3/23/2021,3127.00,3182.00,3120.85,3137.50,3817263
3/24/2021,3151.04,3160.31,3085.15,3087.07,2958981
3/25/2021,3072.99,3109.78,3037.14,3046.26,3563469
3/26/2021,3044.06,3056.66,2996.00,3052.03,3312924
3/29/2021,3055.44,3091.25,3028.45,3075.73,2745968
3/30/2021,3070.01,3073.00,3034.00,3055.29,2337603
3/31/2021,3064.06,3119.33,3062.50,3094.08,3093896
4/1/2021,3117.94,3162.44,3115.55,3161.00,2940318
4/5/2021,3173.00,3235.96,3161.24,3226.73,3334882
4/6/2021,3223.75,3247.31,3217.04,3223.82,2537809
4/7/2021,3233.80,3303.61,3223.65,3279.39,3346227
4/8/2021,3310.90,3324.50,3292.00,3299.30,2812090
4/9/2021,3304.70,3372.20,3288.90,3372.20,4341473
4/12/2021,3355.21,3395.04,3351.15,3379.39,3281798
4/13/2021,3400.85,3432.00,3395.63,3400.00,3315837
4/14/2021,3404.04,3404.13,3326.00,3333.00,3145204
4/15/2021,3371.00,3397.00,3352.00,3379.09,3233580
4/16/2021,3380.00,3406.80,3355.59,3399.44,3186049
4/19/2021,3390.33,3435.93,3360.16,3372.01,2725405
4/20/2021,3373.60,3382.99,3316.00,3334.69,2623032
4/21/2021,3316.00,3362.86,3303.81,3362.02,2211166
4/22/2021,3371.68,3372.87,3301.45,3309.04,2580590
4/23/2021,3319.10,3375.00,3308.50,3340.88,3196652
4/26/2021,3348.00,3428.45,3330.94,3409.00,4880708
4/27/2021,3443.47,3460.00,3398.01,3417.43,3827140
4/28/2021,3434.80,3489.88,3425.00,3458.50,4631884
4/29/2021,3505.10,3514.45,3435.00,3471.31,7682381
4/30/2021,3525.12,3554.00,3462.50,3467.42,7009346
5/3/2021,3484.73,3486.65,3372.70,3386.49,5875530
5/4/2021,3356.19,3367.98,3272.13,3311.87,5439449
5/5/2021,3338.86,3354.70,3264.36,3270.54,3711308
5/6/2021,3270.00,3314.40,3247.20,3306.37,4447696
5/7/2021,3319.09,3330.89,3289.07,3291.61,4710276
5/10/2021,3282.32,3283.00,3190.00,3190.49,5838603
5/11/2021,3136.28,3238.00,3127.37,3223.91,4619781
5/12/2021,3185.00,3207.94,3133.10,3151.94,4936410
5/13/2021,3185.47,3203.84,3133.00,3161.47,3356877
5/14/2021,3185.56,3228.86,3183.00,3222.90,3325022
5/17/2021,3245.93,3292.75,3234.59,3270.39,3685599
5/18/2021,3292.58,3312.00,3230.37,3232.28,2828391
5/19/2021,3195.00,3234.75,3184.00,3231.80,2679708
5/20/2021,3244.40,3259.68,3236.18,3247.68,2633192
5/21/2021,3250.00,3256.69,3197.01,3203.08,4104882
5/24/2021,3215.50,3257.95,3210.50,3244.99,2422813
5/25/2021,3266.67,3279.82,3213.76,3259.05,3261109
5/26/2021,3274.59,3295.73,3258.51,3265.16,2383986
5/27/2021,3256.00,3260.36,3230.04,3230.11,2561157
5/28/2021,3242.00,3247.99,3219.70,3223.07,2331509
6/1/2021,3243.50,3250.98,3209.06,3218.65,2430045
6/2/2021,3223.10,3235.00,3208.00,3233.99,2014524
6/3/2021,3204.23,3214.44,3184.03,3187.01,2398293
6/4/2021,3212.00,3221.00,3198.81,3206.22,2249749
6/7/2021,3197.33,3208.00,3172.20,3198.01,2215756
6/8/2021,3222.61,3279.53,3218.01,3264.11,3416730
6/9/2021,3272.87,3297.58,3270.70,3281.15,2455530
6/10/2021,3282.01,3351.00,3281.15,3349.65,3476480
6/11/2021,3349.65,3366.58,3333.45,3346.83,2817352
6/14/2021,3346.83,3385.00,3335.50,3383.87,2569655
6/15/2021,3384.00,3396.99,3363.11,3383.13,2426200
6/16/2021,3392.00,3426.35,3360.53,3415.25,4202782
6/17/2021,3403.18,3497.20,3401.00,3489.24,5136531
6/18/2021,3479.99,3507.00,3473.71,3486.90,5247737
6/21/2021,3476.42,3482.00,3434.00,3453.96,3277130
6/22/2021,3458.06,3523.78,3456.09,3505.44,3345082
6/23/2021,3505.00,3521.00,3483.20,3503.82,2813341
6/24/2021,3507.64,3524.86,3430.85,3449.08,3831999
6/25/2021,3464.00,3464.82,3394.18,3401.46,3940997
6/28/2021,3416.00,3448.00,3413.51,3443.89,2242793
6/29/2021,3438.82,3456.03,3423.03,3448.14,2098439
6/30/2021,3441.06,3471.60,3435.00,3440.16,2403992
7/1/2021,3434.61,3457.00,3409.42,3432.97,2037053
7/2/2021,3451.64,3511.72,3436.92,3510.98,3176697
7/6/2021,3530.11,3685.48,3529.00,3675.74,6744768
7/7/2021,3717.38,3734.20,3678.91,3696.58,5328062
7/8/2021,3643.56,3759.99,3621.12,3731.41,5180623
7/9/2021,3722.52,3748.00,3693.40,3719.34,3748237
7/12/2021,3744.00,3757.29,3696.79,3718.55,2571635
7/13/2021,3702.10,3773.08,3671.32,3677.36,3845917
7/14/2021,3708.85,3717.66,3660.83,3681.68,3296568
7/15/2021,3694.20,3695.40,3620.92,3631.20,3185292
7/16/2021,3633.31,3646.06,3570.46,3573.63,4043706
7/19/2021,3532.58,3550.21,3499.16,3549.59,3784595
7/20/2021,3567.32,3592.00,3518.00,3573.19,3255680
7/21/2021,3576.38,3586.45,3543.64,3585.20,2318989
7/22/2021,3587.23,3640.02,3582.27,3638.03,3265352
7/23/2021,3640.00,3666.11,3622.04,3656.64,2436292
7/26/2021,3673.17,3712.08,3647.25,3699.82,2900068
7/27/2021,3698.50,3698.50,3586.15,3626.39,4131890
7/28/2021,3633.78,3658.42,3601.00,3630.32,2999378
7/29/2021,3627.75,3637.95,3580.01,3599.92,5519952
7/30/2021,3347.95,3368.14,3306.98,3327.59,9965593
8/2/2021,3353.10,3358.92,3317.00,3331.48,3353915
8/3/2021,3340.72,3391.00,3299.77,3366.24,4157343
8/4/2021,3379.35,3388.88,3345.56,3354.72,2183945
8/5/2021,3356.22,3389.00,3340.92,3375.99,2433503
8/6/2021,3375.00,3375.00,3329.04,3344.94,2637644
8/9/2021,3343.61,3354.88,3328.52,3341.87,2148220
8/10/2021,3345.01,3358.00,3315.00,3320.68,2412551
8/11/2021,3331.45,3337.70,3277.79,3292.11,2947249
8/12/2021,3290.00,3314.51,3269.67,3303.50,2323823
8/13/2021,3305.67,3306.07,3283.00,3293.97,2056699
8/16/2021,3283.00,3300.00,3211.13,3298.99,3328494
8/17/2021,3277.50,3280.49,3225.68,3241.96,3387922
8/18/2021,3241.99,3254.10,3200.00,3201.22,2804311
8/19/2021,3194.02,3233.00,3182.46,3187.75,3782862
8/20/2021,3203.87,3207.81,3175.76,3199.95,3358428
8/23/2021,3211.90,3280.90,3210.01,3265.87,3268131
8/24/2021,3280.00,3315.49,3274.58,3305.78,2551841
8/25/2021,3309.87,3321.00,3286.15,3299.18,1680306
8/26/2021,3299.00,3332.00,3296.00,3316.00,2098761
8/27/2021,3333.23,3352.32,3313.75,3349.63,2402369
8/30/2021,3357.43,3445.00,3355.22,3421.57,3192244
8/31/2021,3424.80,3472.58,3395.59,3470.79,4356413
9/1/2021,3496.40,3527.00,3475.24,3479.00,3629911
9/2/2021,3494.76,3511.96,3455.00,3463.12,2925594
9/3/2021,3452.00,3482.67,3436.44,3478.05,2578324
9/7/2021,3478.00,3528.09,3476.94,3509.29,2741184
9/8/2021,3511.65,3545.63,3495.67,3525.50,3053364
9/9/2021,3526.02,3549.99,3480.37,3484.16,2719241
9/10/2021,3501.83,3508.45,3462.91,3469.15,2397269
9/13/2021,3482.80,3497.96,3438.00,3457.17,2569022
9/14/2021,3475.55,3486.81,3437.71,3450.00,1936897
9/15/2021,3442.52,3485.42,3402.01,3475.79,2957537
9/16/2021,3459.96,3492.55,3446.14,3488.24,2583598
9/17/2021,3488.42,3497.41,3452.13,3462.52,4616556
9/20/2021,3396.00,3419.00,3305.01,3355.73,4669130
9/21/2021,3375.00,3379.70,3332.39,3343.63,2780878
9/22/2021,3351.00,3389.00,3341.05,3380.05,2411403
9/23/2021,3380.05,3428.96,3380.05,3416.00,2379414
9/24/2021,3402.01,3429.26,3393.40,3425.52,2116241
9/27/2021,3371.50,3415.57,3339.61,3405.80,3634450
9/28/2021,3357.71,3369.19,3290.10,3315.96,4430819
9/29/2021,3322.11,3351.30,3297.87,3301.12,2562268
9/30/2021,3316.00,3327.85,3273.99,3285.04,2847033
10/1/2021,3289.01,3309.17,3255.94,3283.26,2835617
10/4/2021,3279.39,3279.99,3176.25,3189.78,4523057
10/5/2021,3204.50,3260.73,3202.46,3221.00,3269208
10/6/2021,3213.53,3264.34,3198.62,3262.01,2532977
10/7/2021,3291.54,3325.75,3283.06,3302.43,2409075
10/8/2021,3317.00,3321.43,3288.20,3288.62,1998217
10/11/2021,3275.00,3292.59,3238.10,3246.30,2034203
10/12/2021,3257.00,3267.53,3236.28,3247.33,1819571
10/13/2021,3269.71,3288.38,3261.09,3284.28,2425086
10/14/2021,3302.45,3312.60,3290.78,3299.86,2112020
10/15/2021,3311.42,3410.42,3304.00,3409.02,5179941
10/18/2021,3388.36,3449.17,3385.10,3446.74,3174115
10/19/2021,3434.29,3454.69,3422.00,3444.15,2386079
10/20/2021,3452.66,3462.86,3400.37,3415.06,2139777
10/21/2021,3414.25,3440.28,3403.00,3435.01,1881385
10/22/2021,3421.00,3429.84,3331.30,3335.55,3139053
10/25/2021,3335.00,3347.80,3297.70,3320.37,2225956
10/26/2021,3349.51,3416.12,3343.98,3376.07,2698342
10/27/2021,3388.00,3437.00,3371.45,3392.49,2702224
10/28/2021,3402.10,3479.00,3386.00,3446.57,5708733
10/29/2021,3300.02,3374.82,3273.32,3372.43,6486077
11/1/2021,3361.80,3375.86,3292.02,3318.11,3608879
11/2/2021,3315.01,3331.12,3283.55,3312.75,2627590
11/3/2021,3309.00,3394.92,3297.52,3384.00,3397189
11/4/2021,3370.00,3498.63,3365.00,3477.00,5353020
11/5/2021,3477.00,3566.25,3476.98,3518.99,4996951
11/8/2021,3523.24,3579.00,3487.86,3488.98,3073992
11/9/2021,3515.25,3593.77,3501.43,3576.23,4294922
11/10/2021,3563.87,3605.45,3463.09,3482.05,4027422
11/11/2021,3513.00,3543.24,3467.47,3472.50,2264406
11/12/2021,3485.00,3540.73,3447.05,3525.15,2689434
11/15/2021,3537.00,3593.88,3525.81,3545.68,2929719
11/16/2021,3539.00,3576.50,3525.15,3540.70,2217071
11/17/2021,3564.72,3587.25,3545.35,3549.00,2560270
11/18/2021,3566.35,3704.20,3561.00,3696.06,5703538
11/19/2021,3712.69,3762.15,3675.72,3676.57,4946203
11/22/2021,3676.38,3713.46,3567.50,3572.57,4847850
11/23/2021,3585.04,3621.05,3527.71,3580.04,3692246
11/24/2021,3562.67,3613.64,3536.85,3580.41,2328018
11/26/2021,3602.10,3633.50,3504.15,3504.56,2991297
11/29/2021,3547.64,3596.00,3531.50,3561.57,3265557
11/30/2021,3563.50,3585.77,3492.01,3507.07,4001107
12/1/2021,3545.00,3559.88,3441.60,3443.72,3756995
12/2/2021,3460.00,3492.70,3423.75,3437.36,3236288
12/3/2021,3455.00,3469.87,3338.60,3389.79,4035550
